member_id,member_name,segment,age,gender,income_level,membership_type,join_date
MEM-358,Martha Perez,Corporate,40,Female,High,Bronze,2015-12-24
MEM-359,Scott Richards,Home Office,22,Female,Medium,Bronze,2015-12-25
MEM-360,Kayla Murphy,Corporate,66,Female,Medium,Silver,2015-12-26
MEM-361,Julie Gilbert,Consumer,67,Female,Medium,Gold,2015-12-27
MEM-362,Steven Soto,Corporate,22,Female,Low,Silver,2015-12-28
MEM-363,Kelly Henderson,Consumer,35,Female,Medium,Bronze,2015-12-29
MEM-364,Eric Scott,Corporate,34,Female,Medium,Bronze,2015-12-30
MEM-365,Adriana Mccann,Home Office,20,Female,High,Silver,2015-12-31
MEM-366,Megan Holden DDS,Consumer,60,Male,Medium,Silver,2016-01-01
MEM-367,Paige Aguilar,Home Office,66,Female,Medium,Bronze,2016-01-02
MEM-368,Laura Hull,Home Office,25,Male,Medium,Gold,2016-01-03
MEM-369,Matthew Davis,Consumer,57,Male,Medium,Gold,2016-01-04
MEM-370,Mrs. Renee Torres,Consumer,40,Male,High,Gold,2016-01-05
MEM-371,Marc Wood,Consumer,40,Female,Medium,Silver,2016-01-06
MEM-372,Marcus Burke,Consumer,19,Female,Low,Silver,2016-01-07
MEM-373,Kimberly Smith,Consumer,56,Female,Low,Silver,2016-01-08
MEM-374,Sue Lyons,Corporate,38,Female,High,Bronze,2016-01-09
MEM-375,George Brown,Consumer,69,Female,High,Bronze,2016-01-10
MEM-376,Christian Knight,Consumer,41,Female,Medium,Gold,2016-01-11
MEM-377,James Espinoza,Home Office,55,Female,Medium,Gold,2016-01-12
MEM-378,Michael Cannon,Consumer,37,Female,Medium,Silver,2016-01-13
MEM-379,Logan Hernandez,Home Office,67,Female,Medium,Silver,2016-01-14
MEM-380,Kimberly Snow,Consumer,56,Male,High,Bronze,2016-01-15
MEM-381,Erica Diaz,Consumer,67,Female,High,Gold,2016-01-16
MEM-382,Jeanette King,Corporate,44,Female,Medium,Bronze,2016-01-17
MEM-383,Jennifer Chapman,Corporate,61,Female,High,Bronze,2016-01-18
MEM-384,Natasha Morales,Home Office,56,Male,Low,Bronze,2016-01-19
MEM-385,Jeremy Johnston,Corporate,24,Female,Medium,Silver,2016-01-20
MEM-386,Carl White,Home Office,50,Female,Low,Bronze,2016-01-21
MEM-387,Jesus Brown,Consumer,46,Male,High,Silver,2016-01-22
MEM-388,Martha Black,Consumer,27,Female,High,Silver,2016-01-23
MEM-389,Robert Williams,Corporate,27,Male,Medium,Gold,2016-01-24
MEM-390,Dana George,Home Office,29,Male,Medium,Bronze,2016-01-25
MEM-391,Matthew Ford,Home Office,20,Female,Medium,Bronze,2016-01-26
MEM-392,Jillian Moore,Consumer,20,Female,Medium,Bronze,2016-01-27
MEM-393,Meghan Bell,Consumer,30,Male,Medium,Bronze,2016-01-28
MEM-394,Steven Price,Corporate,62,Female,Medium,Bronze,2016-01-29
MEM-395,Maria Smith,Consumer,48,Male,Low,Gold,2016-01-30
MEM-396,Sandy Gonzalez,Home Office,44,Female,Low,Silver,2016-01-31
MEM-397,Adam Nichols,Home Office,23,Male,High,Gold,2016-02-01
MEM-398,Wanda Thomas,Consumer,44,Female,High,Bronze,2016-02-02
MEM-399,Austin Smith,Corporate,52,Male,High,Bronze,2016-02-03
MEM-400,Timothy Pruitt,Corporate,64,Male,High,Bronze,2016-02-04
MEM-401,Austin Gonzales,Consumer,26,Male,Medium,Silver,2016-02-05
MEM-402,Michael Murphy,Home Office,23,Female,High,Bronze,2016-02-06
MEM-403,Jeremiah Zavala,Corporate,23,Male,Low,Bronze,2016-02-07
MEM-404,Barbara Guerrero,Home Office,57,Female,High,Gold,2016-02-08
MEM-405,Sydney Gonzalez,Consumer,43,Female,High,Gold,2016-02-09
MEM-406,Shane Johnson,Home Office,60,Male,Medium,Bronze,2016-02-10
MEM-407,Kaitlyn Baker,Consumer,36,Male,Medium,Silver,2016-02-11
MEM-408,Nancy Edwards,Consumer,33,Female,Low,Bronze,2016-02-12
MEM-409,Anna Baker,Home Office,58,Male,High,Bronze,2016-02-13
MEM-410,William Cunningham,Consumer,40,Male,Medium,Silver,2016-02-14
MEM-411,Nicole Carter,Consumer,28,Female,Medium,Silver,2016-02-15
MEM-412,Morgan Cross,Home Office,33,Male,Medium,Gold,2016-02-16
MEM-413,Robert Phillips,Home Office,46,Female,High,Bronze,2016-02-17
MEM-414,Amber Reeves,Corporate,55,Male,Low,Bronze,2016-02-18
MEM-415,Michael James,Corporate,66,Male,Low,Bronze,2016-02-19
MEM-416,Jacqueline Alexander,Consumer,65,Female,Low,Bronze,2016-02-20
MEM-417,Nicholas Morgan,Consumer,37,Male,Medium,Bronze,2016-02-21
MEM-418,Charles Robinson,Consumer,38,Female,Medium,Gold,2016-02-22
MEM-419,Alexis Garcia,Corporate,45,Male,Medium,Silver,2016-02-23
MEM-420,Nicole Duncan,Corporate,67,Male,Low,Bronze,2016-02-24
MEM-421,Aaron Galvan,Corporate,50,Female,Medium,Bronze,2016-02-25
MEM-422,Phillip Anderson,Corporate,67,Female,Medium,Silver,2016-02-26
MEM-423,Robert Wolf,Consumer,57,Female,High,Bronze,2016-02-27
MEM-424,Rachel Flores,Consumer,43,Female,High,Bronze,2016-02-28
MEM-425,Laura Hughes,Consumer,27,Female,Low,Gold,2016-02-29
MEM-426,Chad Young,Corporate,51,Male,Low,Bronze,2016-03-01
MEM-427,Charles Hess,Consumer,26,Female,Medium,Bronze,2016-03-02
MEM-428,Melanie Becker,Home Office,53,Female,Low,Gold,2016-03-03
MEM-429,Timothy Williams,Consumer,28,Female,Medium,Gold,2016-03-04
MEM-430,Kristin Allison,Consumer,27,Female,Low,Gold,2016-03-05
MEM-431,Ryan Fox,Consumer,63,Female,Medium,Gold,2016-03-06
MEM-432,Brian Norman,Corporate,24,Female,Medium,Bronze,2016-03-07
MEM-433,Michelle Gilbert,Corporate,68,Female,Medium,Bronze,2016-03-08
MEM-434,Luis Mathews,Consumer,55,Male,Medium,Silver,2016-03-09
MEM-435,Tyler Fitzpatrick,Consumer,33,Female,Low,Bronze,2016-03-10
MEM-436,Maria Leblanc,Corporate,68,Male,High,Silver,2016-03-11
MEM-437,Jennifer Robinson,Consumer,43,Male,Low,Silver,2016-03-12
MEM-438,Stephen Patrick,Home Office,49,Male,Low,Gold,2016-03-13
MEM-439,Lauren Malone,Corporate,48,Male,Medium,Silver,2016-03-14
MEM-440,Daniel Garza,Consumer,68,Female,High,Gold,2016-03-15
MEM-441,Douglas Jones,Consumer,49,Female,Low,Gold,2016-03-16
MEM-442,Wyatt Herrera,Home Office,62,Male,Medium,Bronze,2016-03-17
MEM-443,Kyle Mendoza,Consumer,29,Female,Medium,Bronze,2016-03-18
MEM-444,Misty Powell,Consumer,44,Male,Low,Gold,2016-03-19
MEM-445,Amy Cunningham,Home Office,39,Male,High,Gold,2016-03-20
MEM-446,Kevin Anderson,Home Office,32,Male,Medium,Silver,2016-03-21
MEM-447,Victoria Stevens,Home Office,25,Male,Low,Silver,2016-03-22
MEM-448,Elizabeth Neal,Corporate,21,Male,Low,Bronze,2016-03-23
MEM-449,Emma Gentry,Consumer,69,Female,Low,Silver,2016-03-24
MEM-450,Jordan Peters,Consumer,25,Female,High,Silver,2016-03-25
MEM-451,Angela Martin,Corporate,40,Female,Medium,Bronze,2016-03-26
MEM-452,Christy Davidson,Corporate,33,Female,High,Gold,2016-03-27
MEM-453,Madison Jones,Consumer,65,Female,Medium,Bronze,2016-03-28
MEM-454,Crystal Osborn,Home Office,51,Male,Low,Bronze,2016-03-29
MEM-455,Michael White,Consumer,39,Female,Medium,Silver,2016-03-30
MEM-456,Aimee Lee,Consumer,66,Male,Medium,Gold,2016-03-31
MEM-457,Mark Massey,Consumer,40,Female,Low,Silver,2016-04-01
MEM-458,Mr. Brian Elliott,Consumer,22,Male,Low,Silver,2016-04-02
MEM-459,Cheryl Jacobs,Consumer,54,Male,Medium,Silver,2016-04-03
MEM-460,Rebecca Davis,Consumer,61,Male,Medium,Bronze,2016-04-04
MEM-461,Nicholas Fletcher,Consumer,24,Male,Low,Silver,2016-04-05
MEM-462,Sally Hayes,Corporate,54,Male,High,Gold,2016-04-06
MEM-463,Daniel Stevenson,Corporate,43,Male,Medium,Silver,2016-04-07
MEM-464,Daniel Hernandez,Corporate,45,Female,Low,Bronze,2016-04-08
MEM-465,Kristina Mcconnell,Home Office,21,Female,Medium,Silver,2016-04-09
MEM-466,Ashley Obrien,Consumer,66,Male,Medium,Silver,2016-04-10
MEM-467,Alison Thompson,Consumer,49,Male,Medium,Silver,2016-04-11
MEM-468,James Hubbard,Home Office,55,Female,Medium,Gold,2016-04-12
MEM-469,Nicole West,Consumer,63,Male,Low,Silver,2016-04-13
MEM-470,Paula Webster,Home Office,26,Female,Medium,Bronze,2016-04-14
MEM-471,Michael Flores,Consumer,53,Male,Low,Bronze,2016-04-15
MEM-472,Daniel Scott,Home Office,43,Female,Medium,Bronze,2016-04-16
MEM-473,Erika Sanchez,Consumer,28,Male,Low,Bronze,2016-04-17
MEM-474,Kimberly Wilson,Home Office,37,Female,Medium,Bronze,2016-04-18
MEM-475,Tina Joseph,Corporate,65,Female,Medium,Bronze,2016-04-19
MEM-476,Jacqueline Kennedy,Home Office,65,Female,Low,Gold,2016-04-20
MEM-477,Amanda Robertson,Consumer,65,Male,Low,Bronze,2016-04-21
MEM-478,David Gomez,Corporate,55,Female,Medium,Bronze,2016-04-22
MEM-479,Angela Strickland,Home Office,32,Female,Medium,Bronze,2016-04-23
MEM-480,Joshua Gonzalez,Corporate,52,Male,Medium,Silver,2016-04-24
MEM-481,Anne Torres,Corporate,26,Male,Medium,Silver,2016-04-25
MEM-482,Kathy Wolf,Corporate,50,Male,Medium,Gold,2016-04-26
MEM-483,William Harris,Consumer,28,Female,High,Gold,2016-04-27
MEM-484,Brandon Walker,Corporate,39,Male,Medium,Gold,2016-04-28
MEM-485,Mr. Stephen Moore Jr.,Corporate,23,Female,Medium,Bronze,2016-04-29
MEM-486,Paul Hammond,Home Office,54,Female,Medium,Silver,2016-04-30
MEM-487,Amanda Briggs,Consumer,67,Female,Medium,Bronze,2016-05-01
MEM-488,Angel Bell,Consumer,38,Female,Medium,Bronze,2016-05-02
MEM-489,Pamela Baldwin,Home Office,29,Female,Low,Bronze,2016-05-03
MEM-490,James Miller,Home Office,24,Male,Medium,Gold,2016-05-04
MEM-491,Maria Harris,Consumer,19,Male,Low,Bronze,2016-05-05
MEM-492,Matthew Williams,Corporate,56,Male,Medium,Gold,2016-05-06
MEM-493,Lisa Cummings,Consumer,58,Male,High,Bronze,2016-05-07
MEM-494,Daniel Munoz,Consumer,41,Male,Medium,Bronze,2016-05-08
MEM-495,James Roberts,Consumer,43,Male,High,Silver,2016-05-09
MEM-496,Jason Palmer,Consumer,42,Male,Medium,Gold,2016-05-10
MEM-497,Brian Lee,Corporate,37,Female,Medium,Silver,2016-05-11
MEM-498,Connie Allen,Consumer,57,Female,Medium,Silver,2016-05-12
MEM-499,Brian Brady,Home Office,58,Female,Low,Bronze,2016-05-13
MEM-500,Gregory Meyer,Home Office,59,Female,Medium,Silver,2016-05-14
MEM-501,Amanda Martinez,Corporate,61,Female,High,Gold,2016-05-15
MEM-502,Matthew Mann,Corporate,19,Male,Medium,Bronze,2016-05-16
MEM-503,Crystal Rojas,Consumer,59,Male,Medium,Bronze,2016-05-17
MEM-504,Barbara Bryan,Home Office,52,Male,Medium,Bronze,2016-05-18
MEM-505,Matthew Griffin,Corporate,50,Female,High,Bronze,2016-05-19
MEM-506,Kimberly Rasmussen,Consumer,34,Male,Medium,Silver,2016-05-20
MEM-507,Blake Garcia,Home Office,39,Female,Medium,Bronze,2016-05-21
MEM-508,Bradley Smith,Home Office,18,Female,Low,Gold,2016-05-22
MEM-509,Robert Wheeler,Home Office,54,Male,High,Silver,2016-05-23
MEM-510,Walter Silva,Corporate,47,Female,Low,Silver,2016-05-24
MEM-511,Brenda Kaufman,Corporate,63,Female,Medium,Bronze,2016-05-25
MEM-512,Julian Howard,Consumer,23,Male,Medium,Bronze,2016-05-26
MEM-513,Mary Hunter MD,Home Office,58,Male,Low,Silver,2016-05-27
MEM-514,Elizabeth Lee,Home Office,31,Male,Low,Bronze,2016-05-28
MEM-515,Jessica Garcia,Consumer,53,Male,Low,Silver,2016-05-29
MEM-516,John Leonard,Consumer,50,Female,Medium,Bronze,2016-05-30
MEM-517,David Rodriguez,Consumer,55,Male,High,Silver,2016-05-31
MEM-518,Jennifer King,Home Office,56,Male,High,Bronze,2016-06-01
MEM-519,Troy Mckee,Home Office,23,Male,Low,Silver,2016-06-02
MEM-520,Amber Molina,Consumer,43,Male,Low,Bronze,2016-06-03
MEM-521,Pamela Cantrell MD,Corporate,41,Female,Medium,Bronze,2016-06-04
MEM-522,Eric Johnson,Consumer,50,Female,Low,Bronze,2016-06-05
MEM-523,Tiffany Kaiser,Home Office,25,Female,High,Bronze,2016-06-06
MEM-524,Elizabeth Stokes,Home Office,61,Male,High,Silver,2016-06-07
MEM-525,Andrew Davies MD,Home Office,60,Male,Medium,Bronze,2016-06-08
MEM-526,Trevor Aguirre,Consumer,51,Female,Medium,Silver,2016-06-09
MEM-527,Angela Schwartz,Consumer,51,Female,High,Bronze,2016-06-10
MEM-528,Cindy Porter,Consumer,41,Male,Medium,Silver,2016-06-11
MEM-529,Michele King,Consumer,19,Female,High,Bronze,2016-06-12
MEM-530,Melissa Moore,Home Office,25,Male,High,Bronze,2016-06-13
MEM-531,Allen Owens,Home Office,42,Male,Low,Bronze,2016-06-14
MEM-532,Erik Miller,Home Office,47,Female,High,Bronze,2016-06-15
MEM-533,Brittany Hart,Home Office,49,Female,Medium,Bronze,2016-06-16
MEM-534,Melissa Palmer,Corporate,47,Male,Medium,Bronze,2016-06-17
MEM-535,Paul Harvey,Corporate,24,Male,Low,Silver,2016-06-18
MEM-536,David Williams,Home Office,65,Female,Low,Gold,2016-06-19
MEM-537,Matthew Smith,Home Office,41,Female,Medium,Silver,2016-06-20
MEM-538,Whitney Stone,Consumer,26,Female,High,Gold,2016-06-21
MEM-539,Ryan Hammond,Consumer,33,Male,Low,Silver,2016-06-22
MEM-540,Kathryn Cook,Consumer,19,Female,Medium,Silver,2016-06-23
MEM-541,Shawn Hopkins,Home Office,52,Female,Medium,Silver,2016-06-24
MEM-542,Catherine Velasquez,Corporate,51,Female,High,Gold,2016-06-25
MEM-543,Robert Proctor,Consumer,39,Male,Medium,Gold,2016-06-26
MEM-544,Brenda Nguyen,Corporate,36,Male,High,Bronze,2016-06-27
MEM-545,Thomas Porter,Corporate,66,Male,High,Silver,2016-06-28
MEM-546,Kari Moore,Consumer,69,Male,High,Bronze,2016-06-29
MEM-547,Danny Brown,Consumer,38,Male,Medium,Silver,2016-06-30
MEM-548,Catherine Jones,Corporate,29,Female,Low,Bronze,2016-07-01
MEM-549,Michael Jenkins,Corporate,28,Male,Medium,Silver,2016-07-02
MEM-550,Rickey Mcclure,Corporate,69,Female,Medium,Bronze,2016-07-03
MEM-551,Traci Bradley,Corporate,36,Male,High,Gold,2016-07-04
MEM-552,Dawn Robinson,Home Office,23,Male,Medium,Silver,2016-07-05
MEM-553,Brian Hendrix,Corporate,59,Male,Medium,Gold,2016-07-06
MEM-554,Kenneth Goodman,Corporate,31,Female,Low,Bronze,2016-07-07
MEM-555,Jason Jones,Home Office,50,Male,Medium,Bronze,2016-07-08
MEM-556,Nathan Nguyen,Consumer,64,Female,Medium,Gold,2016-07-09
MEM-557,Leslie Ramos,Consumer,55,Female,Medium,Bronze,2016-07-10
MEM-558,Melissa Hernandez,Consumer,30,Male,Medium,Bronze,2016-07-11
MEM-559,Angela Shelton,Corporate,43,Female,Low,Silver,2016-07-12
MEM-560,Cathy Day,Corporate,31,Female,High,Bronze,2016-07-13
MEM-561,Mario Bentley,Corporate,62,Male,Low,Gold,2016-07-14
MEM-562,Michael Campbell,Consumer,41,Female,Medium,Bronze,2016-07-15
MEM-563,Kirk Gonzalez,Consumer,65,Male,Medium,Bronze,2016-07-16
MEM-564,Kimberly Parks,Consumer,18,Male,High,Gold,2016-07-17
MEM-565,Mr. James Harris,Consumer,63,Female,High,Gold,2016-07-18
MEM-566,Mark Blevins,Corporate,62,Female,Medium,Silver,2016-07-19
MEM-567,Barbara Newton,Consumer,47,Female,Medium,Silver,2016-07-20
MEM-568,John Butler,Consumer,27,Female,Medium,Silver,2016-07-21
MEM-569,Ruben Marsh,Home Office,27,Male,Low,Bronze,2016-07-22
MEM-570,Todd Anderson,Consumer,45,Male,Low,Bronze,2016-07-23
MEM-571,Heather Peterson,Corporate,21,Female,High,Bronze,2016-07-24
MEM-572,Patricia Stephenson,Corporate,31,Male,Medium,Bronze,2016-07-25
MEM-573,Gary Gould,Consumer,29,Female,High,Bronze,2016-07-26
MEM-574,Debra Carrillo,Corporate,55,Male,High,Gold,2016-07-27
MEM-575,Robert Chavez,Home Office,64,Female,Low,Gold,2016-07-28
MEM-576,Anthony Santiago,Home Office,54,Female,Medium,Bronze,2016-07-29
MEM-577,Danielle Morales,Consumer,27,Female,Medium,Gold,2016-07-30
MEM-578,Jason Cameron,Home Office,58,Female,High,Bronze,2016-07-31
MEM-579,Logan James,Consumer,44,Male,High,Silver,2016-08-01
MEM-580,Derek Brewer,Consumer,59,Male,Medium,Silver,2016-08-02
MEM-581,Rachel Sims,Consumer,29,Female,High,Gold,2016-08-03
MEM-582,Kenneth Martin,Home Office,39,Female,Medium,Bronze,2016-08-04
MEM-583,Lisa Norman,Consumer,21,Male,Medium,Bronze,2016-08-05
MEM-584,Amanda Daniels,Consumer,46,Female,Low,Bronze,2016-08-06
MEM-585,Antonio Gilmore,Corporate,53,Male,Low,Bronze,2016-08-07
MEM-586,Sean Vasquez,Consumer,62,Female,Low,Gold,2016-08-08
MEM-587,Ryan Adams,Consumer,31,Female,Medium,Bronze,2016-08-09
MEM-588,Gloria Suarez,Consumer,29,Male,Medium,Gold,2016-08-10
MEM-589,Shannon Wright,Consumer,62,Male,Low,Bronze,2016-08-11
MEM-590,James May,Consumer,37,Male,Medium,Silver,2016-08-12
MEM-591,Daniel Crane,Consumer,62,Male,Medium,Bronze,2016-08-13
MEM-592,Michelle Sullivan,Corporate,40,Female,Medium,Bronze,2016-08-14
MEM-593,Catherine Hall,Consumer,39,Female,Low,Bronze,2016-08-15
MEM-594,Rebecca Vargas,Consumer,51,Male,Medium,Bronze,2016-08-16
MEM-595,Victoria Hood,Home Office,38,Male,Low,Silver,2016-08-17
MEM-596,Maria Moore,Consumer,68,Female,Medium,Bronze,2016-08-18
MEM-597,Vanessa Roberson,Corporate,26,Female,Medium,Silver,2016-08-19
MEM-598,Wendy Williams,Consumer,27,Female,Medium,Bronze,2016-08-20
MEM-599,Andrew Fletcher,Consumer,66,Male,Medium,Silver,2016-08-21
MEM-600,Catherine Livingston,Consumer,27,Male,Low,Bronze,2016-08-22
MEM-601,Jeff Armstrong,Consumer,69,Female,High,Bronze,2016-08-23
MEM-602,Keith Cain,Consumer,62,Male,High,Gold,2016-08-24
MEM-603,Spencer Lloyd,Consumer,69,Female,Low,Gold,2016-08-25
MEM-604,Alexis Moran,Consumer,47,Female,High,Gold,2016-08-26
MEM-605,Kyle Moran,Consumer,50,Male,Medium,Bronze,2016-08-27
MEM-606,Norma Chan,Consumer,19,Female,Medium,Bronze,2016-08-28
MEM-607,Joshua Obrien,Consumer,66,Male,Medium,Bronze,2016-08-29
MEM-608,Beth Kent,Consumer,49,Female,Medium,Gold,2016-08-30
MEM-609,Carrie Cook,Corporate,62,Female,Low,Gold,2016-08-31
MEM-610,Derek Dyer,Corporate,34,Male,Medium,Bronze,2016-09-01
MEM-611,Adrian Prince,Consumer,45,Female,Low,Bronze,2016-09-02
MEM-612,Larry Evans,Corporate,62,Female,High,Gold,2016-09-03
MEM-613,Ian Smith,Corporate,34,Female,Low,Silver,2016-09-04
MEM-614,Margaret Barker,Consumer,68,Female,Medium,Gold,2016-09-05
MEM-615,Jordan Hill,Home Office,31,Female,Medium,Bronze,2016-09-06
MEM-616,Shane Smith,Home Office,69,Female,Medium,Bronze,2016-09-07
MEM-617,Jennifer Hess,Consumer,27,Female,Medium,Gold,2016-09-08
MEM-618,Courtney Hood,Consumer,51,Male,Low,Bronze,2016-09-09
MEM-619,Andrea Robinson,Home Office,31,Female,Low,Bronze,2016-09-10
MEM-620,Amy Carter,Corporate,34,Male,Low,Bronze,2016-09-11
MEM-621,Keith Doyle,Consumer,54,Female,Medium,Silver,2016-09-12
MEM-622,Stacey Burch,Consumer,39,Male,Medium,Bronze,2016-09-13
MEM-623,Jeremiah Zhang,Consumer,35,Female,Low,Silver,2016-09-14
MEM-624,Randall Larson,Consumer,52,Male,Low,Silver,2016-09-15
MEM-625,Nathan Lamb,Corporate,65,Female,Low,Bronze,2016-09-16
MEM-626,John Cobb,Consumer,68,Male,Medium,Bronze,2016-09-17
MEM-627,Michelle Peterson,Consumer,35,Female,Low,Bronze,2016-09-18
MEM-628,Nathaniel Baldwin,Corporate,69,Female,Low,Gold,2016-09-19
MEM-629,Jonathan Ayala,Consumer,47,Female,High,Gold,2016-09-20
MEM-630,Paige Durham,Consumer,54,Female,Low,Bronze,2016-09-21
MEM-631,Julie Clark,Corporate,57,Female,Low,Silver,2016-09-22
MEM-632,Randy Barber,Home Office,23,Female,Medium,Gold,2016-09-23
MEM-633,Valerie Lopez,Corporate,32,Female,Medium,Bronze,2016-09-24
MEM-634,Melissa Martin,Corporate,52,Male,High,Gold,2016-09-25
MEM-635,James Thompson,Consumer,43,Male,High,Gold,2016-09-26
MEM-636,Amanda Hicks,Consumer,58,Female,Medium,Bronze,2016-09-27
MEM-637,Mrs. Mallory Ramirez,Corporate,44,Male,Low,Bronze,2016-09-28
MEM-638,Scott Harper,Consumer,47,Male,Medium,Bronze,2016-09-29
MEM-639,Anthony Ingram,Consumer,28,Female,Low,Bronze,2016-09-30
MEM-640,James Ray DDS,Consumer,69,Male,High,Bronze,2016-10-01
MEM-641,Mr. Christopher Gilmore,Consumer,41,Female,Medium,Bronze,2016-10-02
MEM-642,John Watson,Consumer,31,Female,Medium,Silver,2016-10-03
MEM-643,Leslie Mendoza,Consumer,40,Female,Medium,Bronze,2016-10-04
MEM-644,Christopher Terrell,Consumer,26,Male,Medium,Bronze,2016-10-05
MEM-645,Benjamin Myers,Consumer,59,Female,Medium,Gold,2016-10-06
MEM-646,Kim Hester,Home Office,64,Male,Low,Silver,2016-10-07
MEM-647,Samantha Peterson,Corporate,35,Female,Medium,Bronze,2016-10-08
MEM-648,Austin King,Corporate,68,Female,High,Silver,2016-10-09
MEM-649,Amanda Good,Corporate,56,Male,Low,Silver,2016-10-10
MEM-650,Tammy Archer,Consumer,36,Female,High,Bronze,2016-10-11
MEM-651,Tiffany Riley,Consumer,22,Female,High,Bronze,2016-10-12
MEM-652,Jared Herrera,Corporate,35,Female,High,Gold,2016-10-13
MEM-653,Lisa Wright,Corporate,50,Male,High,Bronze,2016-10-14
MEM-654,Joy Vasquez,Corporate,61,Female,High,Bronze,2016-10-15
MEM-655,David Raymond,Consumer,55,Male,Low,Gold,2016-10-16
MEM-656,Debra Hernandez,Consumer,30,Female,Medium,Bronze,2016-10-17
MEM-657,Samantha Hawkins,Consumer,66,Male,Medium,Gold,2016-10-18
MEM-658,Patricia Morgan,Consumer,26,Male,Low,Bronze,2016-10-19
MEM-659,Anthony Olson,Corporate,43,Female,High,Gold,2016-10-20
MEM-660,Christian Thomas,Corporate,18,Male,Medium,Silver,2016-10-21
MEM-661,Michael Melendez,Consumer,29,Female,Medium,Gold,2016-10-22
MEM-662,Kyle Miller,Home Office,41,Female,High,Bronze,2016-10-23
MEM-663,Mike Wright,Corporate,18,Female,Low,Bronze,2016-10-24
MEM-664,Steven Miller DDS,Consumer,21,Male,Medium,Gold,2016-10-25
MEM-665,Juan Scott,Consumer,24,Male,Low,Silver,2016-10-26
MEM-666,Matthew Knight,Consumer,69,Male,Low,Bronze,2016-10-27
MEM-667,Joseph Brown,Consumer,45,Female,Low,Bronze,2016-10-28
MEM-668,Laura Shaw,Consumer,54,Female,Medium,Bronze,2016-10-29
MEM-669,Timothy Adams,Consumer,69,Female,Low,Bronze,2016-10-30
MEM-670,Marc Foster,Consumer,22,Female,High,Silver,2016-10-31
MEM-671,Shawn Guzman,Consumer,56,Male,High,Silver,2016-11-01
MEM-672,Susan Rodriguez,Home Office,49,Male,Low,Bronze,2016-11-02
MEM-673,Arthur Johnson,Consumer,66,Male,High,Silver,2016-11-03
MEM-674,Scott Thomas,Corporate,48,Male,Medium,Bronze,2016-11-04
MEM-675,Catherine Dunn,Consumer,61,Male,Low,Silver,2016-11-05
MEM-676,Cassandra Watson,Home Office,32,Male,Medium,Silver,2016-11-06
MEM-677,Christian Decker,Consumer,20,Male,High,Silver,2016-11-07
MEM-678,Tiffany Roberts,Consumer,66,Male,High,Silver,2016-11-08
MEM-679,Nicholas Ross,Home Office,63,Female,Medium,Silver,2016-11-09
MEM-680,Kaitlyn Williams,Home Office,64,Female,Medium,Gold,2016-11-10
MEM-681,Scott Johnson,Home Office,64,Male,Medium,Gold,2016-11-11
MEM-682,Shawn Butler,Consumer,32,Male,Medium,Gold,2016-11-12
MEM-683,Michelle Taylor,Consumer,68,Male,Medium,Bronze,2016-11-13
MEM-684,Heather Hurst,Corporate,60,Female,Low,Bronze,2016-11-14
MEM-685,Michelle Kelley,Home Office,35,Male,Low,Bronze,2016-11-15
MEM-686,Richard Davis,Corporate,38,Male,High,Gold,2016-11-16
MEM-687,Michael Huang,Corporate,27,Male,Medium,Silver,2016-11-17
MEM-688,Laura Torres,Consumer,38,Male,Low,Bronze,2016-11-18
MEM-689,Lacey Smith,Corporate,43,Male,High,Silver,2016-11-19
MEM-690,Joseph Nelson,Consumer,58,Male,High,Silver,2016-11-20
MEM-691,Matthew Castro,Consumer,20,Female,High,Gold,2016-11-21
MEM-692,Kirk Bruce,Consumer,18,Female,Low,Bronze,2016-11-22
MEM-693,Timothy Day,Corporate,38,Female,Medium,Silver,2016-11-23
MEM-694,Caleb Reid,Consumer,28,Female,High,Bronze,2016-11-24
MEM-695,Mr. Andrew Walton,Consumer,33,Female,Medium,Bronze,2016-11-25
MEM-696,Patrick Bailey,Corporate,52,Female,Medium,Bronze,2016-11-26
MEM-697,Timothy Monroe,Consumer,38,Male,Low,Bronze,2016-11-27
MEM-698,John Heath,Corporate,58,Female,Medium,Bronze,2016-11-28
MEM-699,Jenna Pitts,Consumer,28,Male,Medium,Bronze,2016-11-29
MEM-700,Jessica Lewis,Consumer,48,Female,Medium,Gold,2016-11-30
MEM-701,Jason Carpenter,Corporate,66,Male,Medium,Bronze,2016-12-01
